Date,Open,High,Low,Close,Volume,DailyReturn,VolumeChange
1995-01-03,17.341,17.341,17.216,17.341,117293,-0.0031616463554839935,0.13972967457949914
1995-01-04,17.309,17.428,17.247,17.428,210157,0.005017011706360597,0.7917267015081888
1995-01-05,17.396,17.757,17.373,17.672,398688,0.014000459031443535,0.8970959806240097
1995-01-06,17.608,17.875,17.608,17.821,261423,0.008431416930738012,-0.344291777028654
1995-01-09,17.789,17.875,17.757,17.821,193619,0.0,-0.259365090294274
1995-01-10,17.851,18.12,17.851,18.023,173391,0.01133494192245088,-0.10447321802095866
1995-01-11,17.969,18.087,17.789,17.906,215501,-0.006491705043555451,0.24286150953625052
1995-01-12,17.851,17.875,17.757,17.757,224787,-0.008321233106221237,0.04309028728404973
1995-01-13,17.757,17.851,17.725,17.821,346279,0.0036042124232698036,0.5404760951478511
1995-01-16,17.789,17.938,17.789,17.821,83069,0.0,-0.7601096225875666
1995-01-17,17.789,17.821,17.672,17.757,103934,-0.0035912687279052724,0.2511767325957939
1995-01-18,17.695,17.695,17.459,17.521,165760,-0.013290533310807096,0.5948582754440317
1995-01-19,17.459,17.459,17.309,17.459,207104,-0.0035386108098853786,0.2494208494208494
1995-01-20,17.49,17.49,17.341,17.396,185225,-0.003608454092445146,-0.10564257571075397
1995-01-23,17.247,17.49,17.247,17.459,333301,0.0036215221890087967,0.7994385207180457
1995-01-24,17.459,17.459,17.373,17.373,141078,-0.004925826221433005,-0.576724942319405
1995-01-25,17.396,17.459,17.341,17.373,154694,0.0,0.0965139851713237
1995-01-26,17.373,17.521,17.373,17.521,142861,0.00851896621193804,-0.07649294736706014
1995-01-27,17.521,17.521,17.396,17.521,127976,0.0,-0.1041921868109561
1995-01-30,17.547,17.576,17.396,17.428,103171,-0.005307916214827957,-0.19382540476339316
1995-01-31,17.396,17.396,17.098,17.247,156472,-0.01038558641266929,0.5166277345378061
1995-02-01,17.277,17.309,17.159,17.216,198195,-0.0017974140430219165,0.2666483460299607
1995-02-02,17.19,17.19,17.074,17.129,176062,-0.005053438661710041,-0.11167284744822015
1995-02-03,17.159,17.373,17.098,17.19,446265,0.0035612119796835096,1.534703683929525
1995-02-06,17.19,17.639,17.19,17.49,399323,0.017452006980802626,-0.10518862111077498
1995-02-07,17.49,17.608,17.396,17.576,360776,0.004917095483133238,-0.09653087851188136
1995-02-08,17.576,17.789,17.576,17.757,296152,0.010298133818843924,-0.17912499722819697
1995-02-09,17.725,17.789,17.672,17.725,148841,-0.0018021062116349018,-0.49741686701423593
1995-02-10,17.821,18.237,17.821,18.237,757558,0.02888575458392073,4.089713183867349
