Date,Open,High,Low,Close,Volume,DailyReturn,VolumeChange
1995-01-03,1.6029,1.6111,1.5616,1.5699,50851694,-0.02557259015579416,0.3768876914321204
1995-01-04,1.5783,1.5946,1.5532,1.5783,66594563,0.005350659277660874,0.30958396390885223
1995-01-05,1.5864,1.6029,1.5616,1.5699,57738381,-0.005322182094658734,-0.13298656228136818
1995-01-06,1.5616,1.5864,1.545,1.5699,43930144,0.0,-0.2391517870928871
1995-01-09,1.5616,1.6192,1.5616,1.6029,68764497,0.021020447162239497,0.5653146276961896
1995-01-10,1.6111,1.6524,1.6029,1.6275,96762227,0.015347183230394856,0.4071538544083293
1995-01-11,1.6275,1.6442,1.6029,1.6358,47389831,0.005099846390169027,-0.5102445192792018
1995-01-12,1.6358,1.6524,1.6275,1.6358,50296141,0.0,0.06132771395618608
1995-01-13,1.6442,1.6524,1.6275,1.6442,46673059,0.005135102090720212,-0.0720349897221737
1995-01-16,1.6442,1.7019,1.6442,1.6855,53302668,0.025118598710619056,0.14204359307154046
1995-01-17,1.6855,1.694,1.6607,1.6767,40378961,-0.005221002669830832,-0.24245891406411402
1995-01-18,1.6855,1.7185,1.6607,1.669,55888715,-0.0045923540287469145,0.38410483122634087
1995-01-19,1.669,1.6767,1.6442,1.6442,48165426,-0.01485919712402628,-0.13819049158671837
1995-01-20,1.6442,1.6442,1.5946,1.6029,74069489,-0.025118598710619167,0.5378144688266642
1995-01-23,1.5783,1.6029,1.5367,1.6029,77705643,0.0,0.049091117666546946
1995-01-24,1.6029,1.6607,1.5864,1.6442,85086880,0.025765799488427277,0.09498971651260901
1995-01-25,1.6442,1.6442,1.5946,1.6029,90062902,-0.025118598710619167,0.058481660157241544
1995-01-26,1.6029,1.6029,1.5532,1.5532,74672974,-0.031006301079293808,-0.17087977022992218
1995-01-27,1.5699,1.5699,1.5283,1.5532,62540111,0.0,-0.16247997568705375
1995-01-30,1.5532,1.5616,1.4873,1.4954,100598817,-0.03721349472057678,0.6085487440212569
1995-01-31,1.5034,1.5532,1.4954,1.5283,79485595,0.022000802460879987,-0.2098754501258201
1995-02-01,1.545,1.6029,1.545,1.5699,88071625,0.027219786691094816,0.10801995002993947
1995-02-02,1.5699,1.6358,1.5699,1.6275,59995458,0.03669023504681812,-0.31878788429303995
1995-02-03,1.6524,1.6855,1.6275,1.6358,80426766,0.005099846390169027,0.3405475794517645
1995-02-06,1.6358,1.7019,1.6358,1.6855,67023756,0.030382687370094086,-0.1666486254091082
1995-02-07,1.6855,1.694,1.6442,1.694,50119671,0.005043013942450214,-0.25221035061061037
1995-02-08,1.694,1.7019,1.6607,1.6767,56300481,-0.010212514757969249,0.12332104095415941
1995-02-09,1.6855,1.743,1.6607,1.669,103692488,-0.0045923540287469145,0.8417691315994262
