Date,Open,High,Low,Close,Volume,DailyReturn,VolumeChange
1995-01-03,2.8929,2.8929,2.8259,2.8345,52559291,-0.014498296363257057,0.9116714755527708
1995-01-04,2.8345,2.8596,2.8009,2.8512,68595444,0.0058916916563769295,0.30510596118962097
1995-01-05,2.8596,2.8678,2.7926,2.8009,52929308,-0.01764169472502808,-0.2283844973727409
1995-01-06,2.8176,2.8762,2.8094,2.8512,62043607,0.017958513334999537,0.17219758474832125
1995-01-09,2.8596,2.8678,2.8094,2.8345,61137703,-0.005857182940516292,-0.014601085330193664
1995-01-10,2.8512,2.8929,2.843,2.8678,56065933,0.011748103721996861,-0.08295650230758589
1995-01-11,2.8762,2.9015,2.8596,2.8849,41881989,0.005962758909268562,-0.2529868538886172
1995-01-12,2.8762,2.9184,2.8678,2.8762,35880921,-0.003015702450691604,-0.14328517205808922
1995-01-13,2.9184,2.9603,2.9099,2.9519,54900596,0.02631944927334695,0.5300776699683936
1995-01-16,2.9767,3.0355,2.9603,3.0188,99213212,0.02266336935533042,0.8071427129862123
1995-01-17,3.0443,3.0608,3.0274,3.0355,98262652,0.005531999469988058,-0.009580982016790252
1995-01-18,3.0522,3.0692,3.0188,3.0608,67123884,0.008334705979245571,-0.3168932179847944
1995-01-19,3.0355,3.0608,2.9854,2.9854,89192999,-0.02463408259278621,0.3287818535649696
1995-01-20,2.9603,2.9854,2.8762,2.9015,109501353,-0.028103436725396835,0.22769000064679967
1995-01-23,2.8678,2.9603,2.843,2.9519,71561950,0.01737032569360686,-0.3464742851168241
1995-01-24,2.9603,2.9687,2.9184,2.9184,48829358,-0.01134862292083072,-0.3176631156641204
1995-01-25,2.9015,2.9269,2.8678,2.9015,69722506,-0.005790844298245612,0.4278808662608262
1995-01-26,2.8596,2.8678,2.8094,2.8176,107438617,-0.028916077890746128,0.5409460038627987
1995-01-27,2.8259,2.8345,2.8094,2.8176,77586406,0.0,-0.27785364176830385
1995-01-30,2.8259,2.8259,2.7677,2.7756,73318466,-0.014906303236797314,-0.05500886327947707
1995-01-31,2.7841,2.8094,2.7422,2.7926,79672535,0.006124801844646255,0.08666396539174737
1995-02-01,2.7926,2.8596,2.7756,2.7841,88657122,-0.003043758504619465,0.11276893599532145
1995-02-02,2.7589,2.7926,2.7422,2.7756,61552376,-0.0030530512553429423,-0.30572553437951666
1995-02-03,2.8009,2.843,2.7841,2.8259,80187146,0.018122207810923774,0.302746558475663
1995-02-06,2.8259,2.8762,2.8259,2.8596,64255198,0.011925404295976438,-0.19868456223644626
1995-02-07,2.8596,2.8762,2.8512,2.8678,44061682,0.002867533920828169,-0.31427054352863404
1995-02-08,2.8762,2.9184,2.8678,2.9099,65324840,0.014680242694748546,0.4825770836437884
1995-02-09,2.9184,2.935,2.9015,2.9099,56350890,0.0,-0.13737423620172662
1995-02-10,2.9184,2.9434,2.8929,2.9184,66271149,0.002921062579470224,0.17604440675204946
1995-02-13,2.9184,2.9519,2.9015,2.9184,50717710,0.0,-0.23469396916597896
1995-02-14,2.9184,2.9269,2.8929,2.9099,41363113,-0.0029125548245614308,-0.1844443883605944
1995-02-15,2.8259,2.8849,2.8009,2.8596,195376963,-0.017285817382040602,3.723458870225749
1995-02-16,2.8596,2.8762,2.8345,2.8596,75417349,0.0,-0.6139905757466402
1995-02-17,2.8596,2.8596,2.8345,2.843,50271143,-0.005805007693383657,-0.333427339112649
1995-02-21,2.843,2.8596,2.8009,2.8094,73620431,-0.011818501582834928,0.4644670203738952
1995-02-22,2.8094,2.9184,2.8009,2.8929,80944202,0.029721648750622887,0.09948014295107832
1995-02-23,2.8762,2.9184,2.8678,2.9015,79664026,0.002972795464758482,-0.015815536732328273
1995-02-24,2.8849,2.9099,2.8762,2.8762,45424786,-0.00871962777873514,-0.4297955014224363
1995-02-27,2.8849,2.9184,2.8762,2.9015,38001070,0.008796328488978489,-0.16342875011012714
1995-02-28,2.9099,2.9767,2.9015,2.9603,69835212,0.02026537997587452,0.8377169906005277
1995-03-01,2.9687,3.0106,2.9519,2.9767,69154725,0.005539979056176758,-0.009744181774661187
1995-03-02,2.9767,2.9936,2.9687,2.9936,34607131,0.00567742802432214,-0.49956953772862234
1995-03-03,2.9936,3.0021,2.9687,2.9936,42232866,0.0,0.22035155124532002
1995-03-06,2.9767,3.0274,2.9603,3.0274,60017027,0.011290753607696491,0.4210976588707003
1995-03-07,3.0274,3.1028,3.0188,3.0692,121943679,0.01380722732377615,1.0318180538999373
1995-03-08,3.0942,3.2285,3.0942,3.2202,186198879,0.04919848820539552,0.5269252209456465
1995-03-09,3.2202,3.237,3.1446,3.195,77403526,-0.007825600894354467,-0.5842964983693592
1995-03-10,3.195,3.237,3.1281,3.2202,58911232,0.007887323943662095,-0.23890764356135408
1995-03-13,3.2285,3.2789,3.2118,3.2452,45920267,0.007763492950748407,-0.22051762556926324
1995-03-14,3.2622,3.3879,3.2536,3.3708,104523148,0.038703315666214655,1.2761877233858416
1995-03-15,3.3708,3.3795,3.3126,3.3126,76148878,-0.017265930936276153,-0.2714639823132766
1995-03-16,3.2955,3.3126,3.2706,3.2955,63145149,-0.005162108313711333,-0.17076717794843932
1995-03-17,3.3126,3.3708,3.2873,3.2873,79570459,-0.0024882415414959613,0.26011990248055317
1995-03-20,3.2955,3.3627,3.2955,3.3458,50203096,0.017795759437836622,-0.36907369102897847
1995-03-21,3.3544,3.3627,3.3126,3.3126,99379072,-0.009922888397393748,0.9795407040235129
1995-03-22,3.3126,3.3374,3.2873,3.3374,69728881,0.007486566443277054,-0.2983544764837409
1995-03-23,3.3544,3.4466,3.3544,3.4215,139934110,0.025199256906573986,1.0068314304369808
1995-03-24,3.4466,3.4883,3.4381,3.4717,87298266,0.014671927517170724,-0.3761473453470351
1995-03-27,3.4215,3.4717,3.413,3.4298,81084552,-0.012069015179882903,-0.0711779773495157
1995-03-28,3.4298,3.4802,3.4298,3.4632,63268485,0.009738177153186811,-0.2197220871368939
1995-03-29,3.4632,3.4802,3.3879,3.3961,87404586,-0.019375144375144315,0.38148694409230766
1995-03-30,3.413,3.4215,3.3126,3.3879,99695931,-0.0024145343187773616,0.14062585915114334
1995-03-31,3.3708,3.3879,3.3126,3.3458,83838405,-0.012426576935564815,-0.15905890883350093
1995-04-03,3.3374,3.3544,3.2706,3.2955,87211076,-0.015033773686412788,0.04022823430383715
1995-04-04,3.304,3.3627,3.2789,3.2873,88635848,-0.0024882415414959613,0.016337053334831042
1995-04-05,3.2873,3.3208,3.237,3.3208,87442868,0.01019073403705173,-0.013459339837308293
1995-04-06,3.3208,3.3292,3.2622,3.2955,47068590,-0.007618646109371241,-0.4617217953098245
1995-04-07,3.304,3.3292,3.2706,3.2706,57348231,-0.007555757851615885,0.21839704567313367
1995-04-10,3.2706,3.3544,3.2622,3.3374,57375873,0.02042438696263682,0.0004820026619478668
1995-04-11,3.3708,3.3961,3.3458,3.3879,57979810,0.015131539521783477,0.01052597491632068
